protein,replicate,selection,stat,pval,pass
1dd3_A,1,all,8.71832485642906,4.29092493142514e-14,TRUE
1dd3_A,1,bb,0.6536276557245,0.514614553853257,FALSE
1dd3_A,1,ca,4.6839253726872,1.00652408099179e-05,TRUE
1dd3_A,2,all,-3.45212738334944,0.000786953516636567,TRUE
1dd3_A,2,bb,4.40784075823762,2.21160937873741e-05,TRUE
1dd3_A,2,ca,4.27327386295023,3.94284001471011e-05,TRUE
1dd3_A,3,all,-3.6557878585384,0.000426764487445852,TRUE
1dd3_A,3,bb,4.89177532265462,3.3163779075986e-06,TRUE
1dd3_A,3,ca,-3.53451071047966,0.000591203257287593,TRUE
1dlj_A,1,all,-24.8510569694364,8.08184487489561e-80,TRUE
1dlj_A,1,bb,-28.2848826871856,2.9495092550219e-89,TRUE
1dlj_A,1,ca,-24.051506699444,1.57679182480596e-76,TRUE
1dlj_A,2,all,3.51697442087042,0.000486571060704703,TRUE
1dlj_A,2,bb,4.35450981804508,1.69734338289842e-05,TRUE
1dlj_A,2,ca,3.91014230274276,0.00010858228851189,TRUE
1dlj_A,3,all,-1.94518524248993,0.0525083624386987,FALSE
1dlj_A,3,bb,-1.09594914708189,0.273772703325964,FALSE
1dlj_A,3,ca,-1.3486504017644,0.178212466092263,FALSE
1e7l_B,1,all,9.63032678538568,1.38094482930631e-16,TRUE
1e7l_B,1,bb,7.44503459939174,7.47162587840644e-12,TRUE
1e7l_B,1,ca,7.12309112733872,4.96168146451372e-11,TRUE
1e7l_B,2,all,6.412186656745,3.74537222180716e-09,TRUE
1e7l_B,2,bb,1.07547076132866,0.283884336523726,FALSE
1e7l_B,2,ca,2.97983657181786,0.00367204609961232,TRUE
1e7l_B,3,all,6.2828590659979,3.7826469929061e-09,TRUE
1e7l_B,3,bb,-7.13306819750315,2.77680080131511e-10,TRUE
1e7l_B,3,ca,-1.14358483664294,0.255061594964732,FALSE
1fn9_B,1,all,2.52904377095506,0.0116901254706761,TRUE
1fn9_B,1,bb,3.18561532607343,0.00151886256914257,TRUE
1fn9_B,1,ca,3.09333538378896,0.0020725649904344,TRUE
1fn9_B,2,all,-0.495274202717101,0.620595665994199,FALSE
1fn9_B,2,bb,-0.130886966738794,0.895910619676598,FALSE
1fn9_B,2,ca,-0.733621301870306,0.46347800063479,FALSE
1fn9_B,3,all,1.03712424871776,0.300091712856351,FALSE
1fn9_B,3,bb,0.669423321937145,0.503485806962062,FALSE
1fn9_B,3,ca,2.12414407421545,0.0340650596615154,TRUE
1g38_D,1,all,-1.57700850898929,0.115644102484756,FALSE
1g38_D,1,bb,-1.55949112177599,0.119704156405007,FALSE
1g38_D,1,ca,-2.25755114735277,0.024557838215092,TRUE
1g38_D,2,all,-4.69495454934931,4.70709765908869e-06,TRUE
1g38_D,2,bb,-4.72470106012733,4.1350241803704e-06,TRUE
1g38_D,2,ca,-5.31853649270502,2.25354788384703e-07,TRUE
1g38_D,3,all,-0.901837640843799,0.367699753160705,FALSE
1g38_D,3,bb,-1.29541138717854,0.195946869758044,FALSE
1g38_D,3,ca,-3.67650665778252,0.0002698740226727,TRUE
1jq5_A,1,all,2.93812102186789,0.0036385246808982,TRUE
1jq5_A,1,bb,6.57391073777768,3.34523961780934e-10,TRUE
1jq5_A,1,ca,3.37289317685001,0.000876770308364117,TRUE
1jq5_A,2,all,0.916698630671292,0.360297257243661,FALSE
1jq5_A,2,bb,5.1868978962788,5.37197401893045e-07,TRUE
1jq5_A,2,ca,2.04735445094308,0.0419466875884502,TRUE
1jq5_A,3,all,-2.35069159343334,0.0193007064045068,TRUE
1jq5_A,3,bb,-1.60427571891,0.109575313033169,FALSE
1jq5_A,3,ca,1.78535898810326,0.0751560217388846,FALSE
1ls1_A,1,all,0.57280251368635,0.567087655911809,FALSE
1ls1_A,1,bb,-0.425458728507871,0.670737980062831,FALSE
1ls1_A,1,ca,2.6977456673466,0.00726874612201207,TRUE
1ls1_A,2,all,2.89000650769345,0.00403909712728298,TRUE
1ls1_A,2,bb,1.81573717734236,0.0701017637012812,FALSE
1ls1_A,2,ca,1.47232947387514,0.141716446787353,FALSE
1ls1_A,3,all,1.55254524723732,0.121313759121986,FALSE
1ls1_A,3,bb,1.97614925681032,0.0488076483241818,TRUE
1ls1_A,3,ca,2.35716688555861,0.0188927275804241,TRUE
1lsl_A,1,all,10.498572005434,4.28900544871664e-18,TRUE
1lsl_A,1,bb,8.85597724070398,4.29939326054185e-13,TRUE
1lsl_A,1,ca,10.1986470727418,1.1492953523633e-16,TRUE
1lsl_A,2,all,5.08917822551915,1.53418648430644e-06,TRUE
1lsl_A,2,bb,5.05429197108476,1.72872245166345e-06,TRUE
1lsl_A,2,ca,2.03411875587805,0.0443409942905087,TRUE
1lsl_A,3,all,-3.29617348923333,0.00133775513179087,TRUE
1lsl_A,3,bb,-1.70592729760957,0.0909163884561511,FALSE
1lsl_A,3,ca,-1.55073138913521,0.123846268157787,FALSE
1k5n_A,1,all,3.06648782765528,0.00239224491830998,TRUE
1k5n_A,1,bb,4.88836650978425,1.73767604840693e-06,TRUE
1k5n_A,1,ca,3.94898427452206,0.000102847762638409,TRUE
1k5n_A,2,all,1.14196868698143,0.254485338615463,FALSE
1k5n_A,2,bb,-4.28999956901184,2.54803067950743e-05,TRUE
1k5n_A,2,ca,3.16198098101312,0.00175950885007543,TRUE
1k5n_A,3,all,-17.6534087549373,2.11908877632025e-39,TRUE
1k5n_A,3,bb,-7.64050048278768,1.29052967851037e-12,TRUE
1k5n_A,3,ca,-9.57832109188674,8.98755020128978e-18,TRUE
1nty_A,1,all,7.64752171024598,2.6549222981877e-13,TRUE
1nty_A,1,bb,10.3821645863751,1.1942762590933e-21,TRUE
1nty_A,1,ca,15.7499094048181,2.03502779374845e-41,TRUE
1nty_A,2,all,1.8122087198195,0.0710585635666875,FALSE
1nty_A,2,bb,5.10786668429236,6.45903416687994e-07,TRUE
1nty_A,2,ca,4.44015533657013,1.27955137528844e-05,TRUE
1nty_A,3,all,-7.79915258134923,1.70659264461086e-13,TRUE
1nty_A,3,bb,-10.6878408577612,2.10508281008915e-22,TRUE
1nty_A,3,ca,-8.27103303428282,7.02455397643883e-15,TRUE
1qlm_A,1,all,-0.562448103857507,0.574203222339544,FALSE
1qlm_A,1,bb,0.359502975854625,0.719452832038839,FALSE
1qlm_A,1,ca,0.601148115895838,0.548163346186213,FALSE
1qlm_A,2,all,-0.857789208153619,0.391500093438294,FALSE
1qlm_A,2,bb,-1.00411106176168,0.315896644253102,FALSE
1qlm_A,2,ca,-0.444195378764996,0.657141852105342,FALSE
1qlm_A,3,all,-3.91755049545061,0.000105047195067301,TRUE
1qlm_A,3,bb,-3.33729517742298,0.00092123964331592,TRUE
1qlm_A,3,ca,-1.48570872491809,0.138191890583213,FALSE
1m5q_Z,1,all,5.54593634628772,3.12821625488732e-07,TRUE
1m5q_Z,1,bb,5.12298358943234,2.12819171869454e-06,TRUE
1m5q_Z,1,ca,7.2796678725127,2.34541636875423e-10,TRUE
1m5q_Z,2,all,0.339224487277441,0.734997455090502,FALSE
1m5q_Z,2,bb,-0.627930757874041,0.531173794318796,FALSE
1m5q_Z,2,ca,0.461021668417033,0.64557339429964,FALSE
1m5q_Z,3,all,-9.24987171652483,8.51899680083364e-16,TRUE
1m5q_Z,3,bb,-2.72640879036979,0.00730138043141472,TRUE
1m5q_Z,3,ca,-2.00830699534327,0.0467154468511434,TRUE
1nij_A,1,all,-1.39218498745594,0.165257632844077,FALSE
1nij_A,1,bb,-6.78727779972836,1.23914784864309e-10,TRUE
1nij_A,1,ca,-2.37797675172747,0.0182323006120683,TRUE
1nij_A,2,all,3.44249005435341,0.000654158059517782,TRUE
1nij_A,2,bb,7.22092603062398,4.3454162325528e-12,TRUE
1nij_A,2,ca,0.528337601148786,0.597644298970463,FALSE
1nij_A,3,all,-1.50868982912658,0.132791793626313,FALSE
